--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
W/PackageManager(  455): Unknown permission android.permission.OVERRIDE_WIFI_CONFIG in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.car.permission.ADJUST_CAR_CABIN in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.car.permission.ADJUST_CAR_CLIMATE in package com.google.android.gms
W/PackageManager(  455): Unknown permission com.google.android.permission.ACCESSIBILITY_SCAN_SERVICE in package com.google.android.gms
W/PackageManager(  455): Not granting permission android.permission.START_TASKS_FROM_RECENTS to package com.google.android.gms (protectionLevel=18 flags=0xc0483ec5)
W/PackageManager(  455): Not granting permission android.permission.MANAGE_ACTIVITY_STACKS to package com.google.android.gms (protectionLevel=18 flags=0xc0483ec5)
W/PackageManager(  455): Unknown permission android.permission.ACTIVITY_EMBEDDING in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.PROVIDE_RESOLVER_RANKER_SERVICE in package com.google.android.gms
W/PackageManager(  455): Unknown permission com.google.android.wearable.READ_SETTINGS in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.INTENT_FILTER_VERIFICATION_AGENT in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.LOCAL_MAC_ADDRESS in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME in package com.google.android.gms
W/PackageManager(  455): Unknown permission android.permission.MANAGE_SUBSCRIPTION_PLANS in package com.google.android.gms
W/PackageManager(  455): Not granting permission android.permission.REGISTER_CALL_PROVIDER to package com.google.android.gms (protectionLevel=18 flags=0xc0483ec5)
W/PackageManager(  455): Unknown permission android.permission.NOTIFY_PENDING_SYSTEM_UPDATE in package com.google.android.gms
W/PackageManager(  455): Unknown permission com.google.android.gms.game.notifications.permission.WRITE in package com.google.android.gms
W/PackageManager(  455): Unknown permission com.android.launcher.permission.PRELOAD_WORKSPACE in package com.google.android.partnersetup
W/PackageManager(  455): Unknown permission com.google.android.gm.exchange.BIND in package com.google.android.calendar
W/PackageManager(  455): Not granting permission android.permission.CONTROL_KEYGUARD to package com.google.android.gsf.login (protectionLevel=2 flags=0x4048be45)
W/PackageManager(  455): Unknown permission com.android.vending.billing.IBillingAccountService.BIND2 in package com.google.android.gsf.login
W/PackageManager(  455): Unknown permission com.android.launcher.permission.READ_SETTINGS in package com.android.settings
W/PackageManager(  455): Unknown permission com.android.launcher.permission.WRITE_SETTINGS in package com.android.settings
W/PackageManager(  455): Unknown permission com.android.smspush.WAPPUSH_MANAGER_BIND in package com.android.phone
W/PackageManager(  455): Not granting permission android.permission.BATTERY_STATS to package com.quicinc.trepn (protectionLevel=50 flags=0x8be44)
W/PackageManager(  455): Unknown permission android.permission.OVERRIDE_WIFI_CONFIG in package com.google.android.apps.gcs
W/PackageManager(  455): Unknown permission com.android.gallery3d.permission.GALLERY_PROVIDER in package com.android.bluetooth
W/PackageManager(  455): Unknown permission android.permission.MMS_SEND_OUTBOX_MSG in package com.android.bluetooth
W/PackageManager(  455): Not granting permission android.permission.BIND_WALLPAPER to package com.google.android.GoogleCamera (protectionLevel=18 flags=0x583c45)
I/SystemServer(  455): User Service
I/SystemServiceManager(  455): Starting com.android.server.lights.LightsService
I/SystemServiceManager(  455): Starting com.android.server.BatteryService
I/SystemServiceManager(  455): Starting com.android.server.usage.UsageStatsService
I/SystemServiceManager(  455): Starting com.android.server.webkit.WebViewUpdateService
I/SystemServer(  455): Reading configuration...
I/SystemServer(  455): Scheduling Policy
I/SystemServiceManager(  455): Starting com.android.server.telecom.TelecomLoaderService
I/SystemServer(  455): Telephony Registry
I/SystemServer(  455): Entropy Mixer
I/EntropyMixer(  455): Writing entropy...
I/SystemServer(  455): Account Manager
I/SystemServer(  455): Content Manager
I/SystemServer(  455): System Content Providers
I/SystemServer(  455): Vibrator Service
I/SystemServer(  455): Consumer IR Service
I/SystemServiceManager(  455): Starting com.android.server.AlarmManagerService
I/SystemServer(  455): Init Watchdog
I/SystemServer(  455): Input Manager
I/InputManager(  455): Initializing input manager, mUseDevInputEventForAudioJack=false
I/SystemServer(  455): Window Manager
I/WindowManager(  455): No existing display settings /data/system/display_settings.xml; starting empty
I/InputManager(  455): Starting input manager
I/SystemServer(  455): Bluetooth Manager Service
I/SystemServer(  455): Input Method Service
W/InputMethodManagerService(  455): Couldn't create dir.: /data/system/inputmethod
I/SystemServer(  455): Accessibility Manager
I/ActivityManager(  455): Config changes=1df8 {1.0 ?mcc?mnc en_US ?layoutDir sw768dp w768dp h1024dp 320dpi xlrg port ?uimode ?night -touch -keyb/v/h -nav/h s.2}
I/ActivityManager(  455): Config changes=408 {1.0 ?mcc?mnc en_US ?layoutDir sw768dp w768dp h951dp 320dpi xlrg port ?uimode ?night finger -keyb/v/h -nav/h s.3}
I/SystemServer(  455): Mount Service
D/MountService(  455): got storage path: /storage/sdcard0 description: Internal storage primary: true removable: false emulated: true mtpReserve: 100 allowMassStorage: false maxFileSize: 0
D/MountService(  455): addVolumeLocked() StorageVolume:
D/MountService(  455):     mStorageId=65537 mPath=/storage/emulated/0 mDescriptionId=17040805 
D/MountService(  455):     mPrimary=true mRemovable=false mEmulated=true mMtpReserveSpace=100 
D/MountService(  455):     mAllowMassStorage=false mMaxFileSize=0 mOwner=UserHandle{0} mUuid=null 
D/MountService(  455):     mUserLabel=null mState=null 
I/SystemServer(  455): LockSettingsService
I/SystemServiceManager(  455): Starting com.android.server.PersistentDataBlockService
D/MountService(  455): Got locale en-US from mount service
I/SystemServiceManager(  455): Starting com.android.server.devicepolicy.DevicePolicyManagerService$Lifecycle
I/ActivityManager(  455): Config changes=2004 {1.0 ?mcc?mnc en_US ldltr sw768dp w768dp h951dp 320dpi xlrg port ?uimode ?night finger -keyb/v/h -nav/h s.4}
I/SystemServer(  455): Status Bar
I/UsageStatsService(  455): User[0] Rollover scheduled @ 2018-06-20 02:00:00(1529452800000)
D/MountService(  455): Setting system properties to en-US from mount service
I/SystemServer(  455): Clipboard Service
I/SystemServer(  455): NetworkManagement Service
I/SystemServer(  455): Text Service Manager Service
I/SystemServer(  455): Network Score Service
I/SystemServer(  455): NetworkStats Service
W/PackageManager(  455): Not granting permission android.permission.MANAGE_DOCUMENTS to package com.google.android.youtube (protectionLevel=2 flags=0x5bbec5)
W/PackageManager(  455): Unknown permission com.google.android.voicesearch.SHORTCUTS_ACCESS in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission com.google.android.voicesearch.ACCESS_SETTINGS in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission com.android.browser.permission.PRELOAD in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission com.google.googlenav.friend.permission.OPT_IN in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Not granting permission android.permission.CALL_PRIVILEGED to package com.google.android.googlequicksearchbox (protectionLevel=18 flags=0x40dbbec5)
W/PackageManager(  455): Unknown permission com.google.android.apps.googlevoice.permission.AUTO_SEND in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission com.android.chrome.PRERENDER_URL in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission android.permission.USE_FINGERPRINT in package com.google.android.googlequicksearchbox
W/PackageManager(  455): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs.editors.docs
W/PackageManager(  455): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x5bbec5)
W/PackageManager(  455): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x5bbec5)
W/PackageManager(  455): Unknown permission com.android.launcher.permission.READ_SETTINGS in package com.google.android.onetimeinitializer
W/PackageManager(  455): Unknown permission com.android.launcher.permission.WRITE_SETTINGS in package com.google.android.onetimeinitializer
W/PackageManager(  455): Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.google.android.apps.enterprise.dmagent (protectionLevel=50 flags=0x83e05)
W/PackageManager(  455): Not granting permission android.permission.CONNECTIVITY_INTERNAL to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x83e05)
W/PackageManager(  455): Not granting permission android.permission.MANAGE_USB to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x83e05)
W/PackageManager(  455): Not granting permission android.permission.CHANGE_COMPONENT_ENABLED_STATE to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x83e05)
W/PackageManager(  455): Not granting permission android.permission.MANAGE_CA_CERTIFICATES to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x83e05)
W/PackageManager(  455): Not granting permission android.permission.MANAGE_USERS to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x83e05)
W/PackageManager(  455): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs.editors.sheets
W/PackageManager(  455): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x5bbec5)
W/PackageManager(  455): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x5bbec5)
W/PackageManager(  455): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs.editors.slides
W/PackageManager(  455): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x583e45)
W/PackageManager(  455): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x583e45)
W/PackageManager(  455): Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.vending (protectionLevel=2 flags=0x404abec5)
