--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
D/ConnectivityService(  451): registerNetworkAgent NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTING/CONNECTING, reason: (unspecified), extra: "VU-Campusnet", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{null}  lp{{InterfaceName: wlan0 LinkAddresses: []  Routes: [] DnsAddresses: [] Domains: null MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{false}  explicitlySelected{false} }
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 114] EVENT_NETWORK_INFO_CHANGED, going from null to CONNECTING
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 114] EVENT_NETWORK_INFO_CHANGED, going from CONNECTING to CONNECTED
D/ConnectivityService(  451): Adding iface wlan0 to network 114
E/ConnectivityService(  451): Unexpected mtu value: 0, wlan0
D/ConnectivityService(  451): Adding Route [fe80::/64 -> :: wlan0] to network 114
D/ConnectivityService(  451): Adding Route [130.37.104.0/22 -> 0.0.0.0 wlan0] to network 114
D/ConnectivityService(  451): Adding Route [0.0.0.0/0 -> 130.37.104.1 wlan0] to network 114
D/ConnectivityService(  451): Setting Dns servers for network 114 to [/130.37.236.48, /130.37.236.49, /130.37.236.50]
D/ConnectivityService(  451): notifyType IP_CHANGED for NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451): notifyType PRECHECK for NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451): rematching NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451):    accepting network in place of null
D/ConnectivityService(  451): Switching to new default network: NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: "VU-Campusnet", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{114}  lp{{InterfaceName: wlan0 LinkAddresses: [fe80::522e:5cff:fee5:38b1/64,130.37.105.193/22,]  Routes: [fe80::/64 -> :: wlan0,130.37.104.0/22 -> 0.0.0.0 wlan0,0.0.0.0/0 -> 130.37.104.1 wlan0,] DnsAddresses: [130.37.236.48,130.37.236.49,130.37.236.50,] Domains: vu.local MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{true}  explicitlySelected{false} }
D/ConnectivityService(  451): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 114]
D/CSLegacyTypeTracker(  451): Sending connected broadcast for type 1 NetworkAgentInfo [WIFI () - 114] isDefaultNetwork=true
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): setProvNotificationVisibleIntent: E visible=false networkType=0 extraInfo=null
D/ConnectivityService(  451): Validated NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451): rematching NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451): Network NetworkAgentInfo [WIFI () - 114] was already satisfying request 1. No change.
D/ConnectivityService(  451): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 114]
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.INET_CONDITION_ACTION
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 114]) by 10008
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 114] EVENT_NETWORK_INFO_CHANGED, going from CONNECTED to DISCONNECTED
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 114] got DISCONNECTED, was satisfying 10
D/ConnectivityService(  451): notifyType LOST for NetworkAgentInfo [WIFI () - 114]
D/CSLegacyTypeTracker(  451): Sending disconnected broadcast for type 1 NetworkAgentInfo [WIFI () - 114] isDefaultNetwork=true
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): Checking for replacement network to handle request NetworkRequest [ id=1, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
E/ConnectivityService(  451): EVENT_NETWORK_INFO_CHANGED from unknown NetworkAgent
D/ConnectivityService(  451): setProvNotificationVisibleIntent: E visible=false networkType=0 extraInfo=null
D/ConnectivityService(  451): Failed to find a new network - expiring NetTransition Wakelock
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@567fe02}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@567fe02}
D/ConnectivityService(  451): registerNetworkAgent NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTING/CONNECTING, reason: (unspecified), extra: "VU-Campusnet", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{null}  lp{{InterfaceName: wlan0 LinkAddresses: []  Routes: [] DnsAddresses: [] Domains: null MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{false}  explicitlySelected{false} }
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] EVENT_NETWORK_INFO_CHANGED, going from null to CONNECTING
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] EVENT_NETWORK_INFO_CHANGED, going from CONNECTING to CONNECTED
D/ConnectivityService(  451): Adding iface wlan0 to network 115
E/ConnectivityService(  451): Unexpected mtu value: 0, wlan0
D/ConnectivityService(  451): Adding Route [fe80::/64 -> :: wlan0] to network 115
D/ConnectivityService(  451): Adding Route [130.37.104.0/22 -> 0.0.0.0 wlan0] to network 115
D/ConnectivityService(  451): Adding Route [0.0.0.0/0 -> 130.37.104.1 wlan0] to network 115
D/ConnectivityService(  451): Setting Dns servers for network 115 to [/130.37.236.48, /130.37.236.49, /130.37.236.50]
D/ConnectivityService(  451): notifyType IP_CHANGED for NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451): notifyType PRECHECK for NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451): rematching NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451):    accepting network in place of null
D/ConnectivityService(  451): Switching to new default network: NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: "VU-Campusnet", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{115}  lp{{InterfaceName: wlan0 LinkAddresses: [fe80::522e:5cff:fee5:38b1/64,130.37.105.193/22,]  Routes: [fe80::/64 -> :: wlan0,130.37.104.0/22 -> 0.0.0.0 wlan0,0.0.0.0/0 -> 130.37.104.1 wlan0,] DnsAddresses: [130.37.236.48,130.37.236.49,130.37.236.50,] Domains: vu.local MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{true}  explicitlySelected{false} }
D/ConnectivityService(  451): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 115]
D/CSLegacyTypeTracker(  451): Sending connected broadcast for type 1 NetworkAgentInfo [WIFI () - 115] isDefaultNetwork=true
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): setProvNotificationVisibleIntent: E visible=false networkType=0 extraInfo=null
D/ConnectivityService(  451): Validated NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451): rematching NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451): Network NetworkAgentInfo [WIFI () - 115] was already satisfying request 1. No change.
D/ConnectivityService(  451): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 115]
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.INET_CONDITION_ACTION
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@567fe02}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@567fe02}
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@20507728}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@20507728}
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] EVENT_NETWORK_INFO_CHANGED, going from CONNECTED to CONNECTING
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] EVENT_NETWORK_INFO_CHANGED, going from CONNECTING to CONNECTED
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@20507728}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@20507728}
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@1444d7df}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@1444d7df}
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@1444d7df}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@1444d7df}
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 115]) by 10008
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] EVENT_NETWORK_INFO_CHANGED, going from CONNECTED to DISCONNECTED
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 115] got DISCONNECTED, was satisfying 10
D/ConnectivityService(  451): notifyType LOST for NetworkAgentInfo [WIFI () - 115]
D/CSLegacyTypeTracker(  451): Sending disconnected broadcast for type 1 NetworkAgentInfo [WIFI () - 115] isDefaultNetwork=true
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): Checking for replacement network to handle request NetworkRequest [ id=1, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
E/ConnectivityService(  451): EVENT_NETWORK_INFO_CHANGED from unknown NetworkAgent
D/ConnectivityService(  451): setProvNotificationVisibleIntent: E visible=false networkType=0 extraInfo=null
D/ConnectivityService(  451): Failed to find a new network - expiring NetTransition Wakelock
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@2515b5f0}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@2515b5f0}
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@2515b5f0}
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@2515b5f0}
D/WifiService(  451): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@31e67902}
I/ValidateNoPeople(  451): skipping global notification
D/WifiService(  451): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@31e67902}
D/ConnectivityService(  451): registerNetworkAgent NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTING/CONNECTING, reason: (unspecified), extra: "eduroam", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{null}  lp{{InterfaceName: wlan0 LinkAddresses: []  Routes: [] DnsAddresses: [] Domains: null MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{false}  explicitlySelected{false} }
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 116] EVENT_NETWORK_INFO_CHANGED, going from null to CONNECTING
W/ProcessCpuTracker(  451): Skipping unknown process pid 12156
D/ConnectivityService(  451): NetworkAgentInfo [WIFI () - 116] EVENT_NETWORK_INFO_CHANGED, going from CONNECTING to CONNECTED
D/ConnectivityService(  451): Adding iface wlan0 to network 116
E/ConnectivityService(  451): Unexpected mtu value: 0, wlan0
D/ConnectivityService(  451): Adding Route [fe80::/64 -> :: wlan0] to network 116
D/ConnectivityService(  451): Adding Route [10.4.0.0/23 -> 0.0.0.0 wlan0] to network 116
D/ConnectivityService(  451): Adding Route [0.0.0.0/0 -> 10.4.0.1 wlan0] to network 116
D/ConnectivityService(  451): Setting Dns servers for network 116 to [/213.160.212.3, /213.160.223.35]
D/ConnectivityService(  451): notifyType IP_CHANGED for NetworkAgentInfo [WIFI () - 116]
D/ConnectivityService(  451): notifyType PRECHECK for NetworkAgentInfo [WIFI () - 116]
D/ConnectivityService(  451): rematching NetworkAgentInfo [WIFI () - 116]
D/ConnectivityService(  451):    accepting network in place of null
D/ConnectivityService(  451): Switching to new default network: NetworkAgentInfo{ ni{[type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: "eduroam", roaming: false, failover: false, isAvailable: true, isConnectedToProvisioningNetwork: false]}  network{116}  lp{{InterfaceName: wlan0 LinkAddresses: [fe80::522e:5cff:fee5:38b1/64,10.4.1.137/23,]  Routes: [fe80::/64 -> :: wlan0,10.4.0.0/23 -> 0.0.0.0 wlan0,0.0.0.0/0 -> 10.4.0.1 wlan0,] DnsAddresses: [213.160.212.3,213.160.223.35,] Domains:  MTU: 0 TcpBufferSizes: 524288,1048576,2097152,262144,524288,1048576}}  nc{[ Transports: WIFI Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]}  Score{20}  everValidated{false}  lastValidated{false}  created{true}  explicitlySelected{false} }
D/ConnectivityService(  451): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 116]
D/CSLegacyTypeTracker(  451): Sending connected broadcast for type 1 NetworkAgentInfo [WIFI () - 116] isDefaultNetwork=true
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE_IMMEDIATE
D/ConnectivityService(  451): sendStickyBroadcast: action=android.net.conn.CONNECTIVITY_CHANGE
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
D/ConnectivityService(  451): reportInetCondition: type=1 ok, revalidate
D/ConnectivityService(  451): reportBadNetwork(NetworkAgentInfo [WIFI () - 116]) by 10008
