--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
I/ActivityManager(  451): Start proc 28454:com.google.android.music:main/u0a61 for broadcast com.google.android.music/com.google.android.wearable.datatransfer.DataSyncEventReceiver
I/PowerUI.Notification(  627): dismissing low battery notification
I/EntropyMixer(  451): Writing entropy...
I/ValidateNoPeople(  451): skipping global notification
I/ValidateNoPeople(  451): skipping global notification
W/ResourcesManager(28454): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(28454): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/ActivityManager(  451): Waited long enough for: ServiceRecord{2ef3e254 u0 com.google.android.music/com.google.android.wearable.datatransfer.DataSyncService}
I/ActivityManager(  451): Start proc 28589:com.android.vending/u0a18 for service com.android.vending/com.google.android.finsky.contentfilterui.ContentFiltersService
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=667, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
W/BroadcastQueue(  451): Skipping deliver [background] BroadcastRecord{303abc5e u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{3d1b083f 28705 (unknown name)/2000/u-1 remote:1d45fae0}: process crashing
I/ActivityManager(  451): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.quicinc.trepn/.userinterface.main.TrepnActivity} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{3bf2406a token=Token{1cc65e55 ActivityRecord{20bfe50c u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t3776}}} to stack=1 task=3776 at 0
V/WindowManager(  451): Adding window Window{393d030d u0 Starting com.quicinc.trepn} at 4 of 17 (after Window{24e7d509 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity})
V/WindowManager(  451): Adding window Window{1283ca41 u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity} at 4 of 18 (before Window{393d030d u0 Starting com.quicinc.trepn})
I/ActivityManager(  451): Force stopping com.quicinc.trepn appid=10091 user=0: from pid 28760
I/ActivityManager(  451): Killing 26777:com.quicinc.trepn/u0a91 (adj 0): stop com.quicinc.trepn
I/WindowState(  451): WIN DEATH: Window{1283ca41 u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity}
W/ActivityManager(  451): Scheduling restart of crashed service com.quicinc.trepn/.TrepnService in 1000ms
W/ActivityManager(  451): Force removing ActivityRecord{20bfe50c u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t3776}: app died, no saved state
I/ActivityManager(  451):   Force stopping service ServiceRecord{392618fb u0 com.quicinc.trepn/.TrepnService}
W/ActivityManager(  451): Spurious death for ProcessRecord{ac7f2f 26777:com.quicinc.trepn/u0a91}, curProc for 26777: null
W/InputMethodManagerService(  451): Got RemoteException sending setActive(false) notification to pid 26777 uid 10091
I/ActivityManager(  451): Start proc 28792:com.quicinc.trepn/u0a91 for service com.quicinc.trepn/.TrepnService
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: from pid 28825
I/ActivityManager(  451): Killing 26891:com.android.chrome:privileged_process0/u0a35 (adj 9): stop com.android.chrome
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  451): Killing 26822:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
D/ConnectivityService(  451): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=661, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@bfe0b71)
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=661, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/WindowState(  451): WIN DEATH: Window{24e7d509 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity}
E/ConnectivityService(  451): RemoteException caught trying to send a callback msg for NetworkRequest [ id=661, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/ActivityManager(  451):   Force finishing activity 3 ActivityRecord{d63f50d u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3775}
W/ActivityManager(  451): Spurious death for ProcessRecord{97e0c26 26891:com.android.chrome:privileged_process0/u0a35}, curProc for 26891: null
W/ActivityManager(  451): Unbind failed: could not find connection for android.os.BinderProxy@15e4c4a7
W/ActivityManager(  451): Spurious death for ProcessRecord{15cdf9d5 26822:com.android.chrome/u0a35}, curProc for 26822: null
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{8363ac4 token=Token{3172c1d7 ActivityRecord{d0d7d56 u0 com.android.chrome/com.google.android.apps.chrome.Main t3777}}} to stack=1 task=3777 at 0
I/ActivityManager(  451): Start proc 28843:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
W/ResourcesManager(28843): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(28843): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/ActivityManager(  451): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{26f52565 token=Token{10801e5c ActivityRecord{135e14cf u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3778}}} to stack=1 task=3778 at 0
V/WindowManager(  451): Based on layer: Adding window Window{117b9c1d u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 16
I/ActivityManager(  451): Start proc 28871:com.android.chrome:sandboxed_process0/u0i712 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
I/ActivityManager(  451): Start proc 28907:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=668, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=669, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_28871/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process0 (pid 28871) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService0 in 1000ms
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x10808000 cmp=com.android.chrome/com.google.android.apps.chrome.Main (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{7e13405 token=Token{10aec37c ActivityRecord{b799a6f u0 com.android.chrome/com.google.android.apps.chrome.Main t3779}}} to stack=1 task=3779 at 0
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=669, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=670, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{35fa0614 token=Token{8246867 ActivityRecord{131a6426 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t3780}}} to stack=1 task=3780 at 0
V/WindowManager(  451): Based on layer: Adding window Window{2ef02875 u0 Starting com.android.chrome} at 4 of 17
I/ActivityManager(  451): Start proc 28994:com.android.chrome:sandboxed_process0/u0i713 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
V/WindowManager(  451): Adding window Window{2a09b8b0 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity} at 4 of 18 (before Window{2ef02875 u0 Starting com.android.chrome})
V/WindowManager(  451): Adding window Window{2a52b6ae u0 SurfaceView} at 4 of 19 (before Window{2a09b8b0 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity})
I/ActivityManager(  451): Start proc 29051:com.android.chrome:sandboxed_process1/u0i714 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService1
I/ActivityManager(  451): Start proc 29089:com.google.android.partnersetup/u0a12 for content provider com.google.android.partnersetup/.RlzAppProvider
W/FileUtils(28792): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.14_180721.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
I/ActivityManager(  451): Activity reported stop, but no longer stopping: ActivityRecord{135e14cf u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3778 f}
I/ActivityManager(  451): Start proc 29123:com.android.providers.partnerbookmarks/u0a65 for content provider com.android.providers.partnerbookmarks/.PartnerBookmarksProvider
D/TaskPersister(  451): removeObsoleteFile: deleting file=3778_task_thumbnail.png
D/TaskPersister(  451): removeObsoleteFile: deleting file=3775_task_thumbnail.png
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{da9a6 token=Token{398cf701 ActivityRecord{58c04e8 u0 com.android.chrome/com.google.android.apps.chrome.Main t3781}}} to stack=1 task=3781 at 0
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=670, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=671, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
W/InputMethodManagerService(  451): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@e508539 attribute=null, token = android.os.BinderProxy@160713f3
I/ActivityManager(  451): Start proc 29159:com.android.chrome:sandboxed_process2/u0i715 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_29051/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process1 (pid 29051) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService1 in 1000ms
I/ActivityManager(  451): Waited long enough for: ServiceRecord{20da22d6 u0 com.google.android.googlequicksearchbox/com.google.android.apps.gsa.search.core.service.SearchService}
I/ActivityManager(  451): Start proc 29224:com.android.chrome:sandboxed_process3/u0i716 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService3
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_29224/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process3 (pid 29224) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService3 in 1000ms
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: from pid 29293
I/ActivityManager(  451): Killing 28907:com.android.chrome:privileged_process0/u0a35 (adj 0): stop com.android.chrome
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  451): Killing 28843:com.android.chrome/u0a35 (adj 0): stop com.android.chrome
I/WindowState(  451): WIN DEATH: Window{2a09b8b0 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
W/WindowManager(  451): Force-removing child win Window{2a52b6ae u0 SurfaceView} from container Window{2a09b8b0 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
D/ConnectivityService(  451): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=668, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@1a120cc1)
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=668, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  451): RemoteException caught trying to send a callback msg for NetworkRequest [ id=668, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=671, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@37d86c66)
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=671, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  451): RemoteException caught trying to send a callback msg for NetworkRequest [ id=671, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/WindowManager(  451): Failed looking up window
W/WindowManager(  451): java.lang.IllegalArgumentException: Requested window android.os.BinderProxy@24897329 does not exist
W/WindowManager(  451): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8539)
W/WindowManager(  451): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8530)
W/WindowManager(  451): 	at com.android.server.wm.WindowState$DeathRecipient.binderDied(WindowState.java:1142)
W/WindowManager(  451): 	at android.os.BinderProxy.sendDeathNotice(Binder.java:551)
I/WindowState(  451): WIN DEATH: null
W/ActivityManager(  451): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/ActivityManager(  451): android.os.DeadObjectException
W/ActivityManager(  451): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  451): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  451): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  451): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
